exper,expersq,black,south66,enroll,smsa,momdad14,weight,wage,libcrd14,motheduc,fatheduc,KWW,IQ,educ
6,36,0,0,0,1,0,378554,610,1.0,10.348136996612721,12.0,24.0,102.44978165938865,12
9,81,0,0,0,1,1,376407,423,1.0,12.0,12.0,43.0,102.44978165938865,18
11,121,0,0,0,1,1,565236,1200,1.0,12.0,8.0,40.0,100.0,12
14,196,0,0,0,1,1,376407,1029,1.0,10.0,15.0,46.0,102.44978165938865,14
8,64,0,0,0,1,0,389410,550,1.0,10.348136996612721,12.0,30.0,104.0,14
10,100,0,0,0,1,0,508712,801,0.0,12.0,12.0,36.0,91.0,15
13,169,0,0,0,1,0,508712,543,1.0,11.0,10.00344827586207,31.0,97.0,12
16,256,0,0,0,1,1,565236,350,1.0,11.0,8.0,18.0,102.44978165938865,9
12,144,0,0,0,1,1,376407,750,1.0,12.0,10.00344827586207,33.0,94.0,14
14,196,0,0,0,1,1,376407,450,1.0,10.0,12.0,36.0,103.0,14
4,16,0,0,0,1,0,420616,600,1.0,9.0,12.0,26.0,102.44978165938865,14
15,225,0,0,0,1,1,376407,855,0.0,12.0,7.0,44.0,101.0,12
6,36,0,0,0,1,1,389410,728,0.0,8.0,14.0,30.0,94.0,14
16,256,0,0,0,1,1,376407,693,1.0,11.0,12.0,38.0,112.0,12
11,121,0,0,0,1,0,389410,1025,0.0,12.0,12.0,24.0,73.0,10
8,64,0,0,1,1,1,389410,1154,1.0,8.0,8.0,32.0,104.0,14
10,100,0,0,0,1,1,376407,983,1.0,18.0,15.0,48.0,102.44978165938865,16
13,169,0,0,0,1,1,376407,727,0.0,0.0,3.0,34.0,105.0,15
14,196,0,0,0,1,1,376407,535,1.0,11.0,10.0,38.0,106.0,14
7,49,0,0,0,1,1,378554,532,1.0,11.0,11.0,39.0,101.0,12
7,49,0,0,1,1,1,389410,289,1.0,11.0,10.0,28.0,86.0,13
3,9,0,0,1,1,1,389410,313,1.0,12.0,12.0,36.0,119.0,17
5,25,0,0,0,1,1,378554,404,1.0,16.0,13.0,24.0,83.0,13
6,36,0,0,0,1,1,508712,1100,1.0,12.0,12.0,43.0,114.0,18
9,81,0,0,0,1,1,389410,660,1.0,2.0,2.0,36.0,104.0,12
14,196,0,0,0,1,1,376407,433,0.0,12.0,12.0,44.0,99.0,12
4,16,0,0,1,1,1,389410,400,1.0,16.0,18.0,37.0,126.0,17
5,25,0,0,0,1,1,432678,263,1.0,13.0,18.0,36.0,101.0,15
15,225,0,0,0,1,1,376407,400,1.0,12.0,12.0,45.0,102.44978165938865,13
12,144,0,0,0,0,1,376407,577,1.0,18.0,15.0,40.0,109.0,16
6,36,0,0,0,1,1,378554,433,1.0,13.0,13.0,35.0,110.0,12
2,4,0,0,0,1,1,378554,470,0.0,12.0,18.0,39.0,104.0,17
2,4,0,0,1,1,0,378554,255,1.0,14.0,12.0,30.0,118.0,17
8,64,0,0,0,0,1,389410,625,1.0,12.0,12.0,28.0,102.44978165938865,12
15,225,0,0,1,1,1,418230,670,1.0,10.348136996612721,12.0,48.0,103.0,13
12,144,0,0,0,1,1,508712,1049,1.0,12.0,12.0,36.0,90.0,12
11,121,0,0,0,1,1,418230,1846,1.0,4.0,10.00344827586207,49.0,98.0,17
12,144,0,0,0,1,1,418230,769,1.0,12.0,16.0,46.0,112.0,15
17,289,1,0,0,1,0,139101,688,0.674341007674341,10.348136996612721,10.00344827586207,37.0,64.0,11
3,9,0,0,0,1,1,379350,650,1.0,12.0,15.0,25.0,102.44978165938865,15
4,16,0,0,0,0,1,390229,479,1.0,18.0,13.0,39.0,128.0,16
2,4,0,0,0,0,1,440484,341,1.0,13.0,16.0,40.0,113.0,16
12,144,0,0,0,1,1,389423,906,1.0,12.0,10.0,46.0,102.0,14
15,225,0,0,0,0,1,432693,351,1.0,8.0,7.0,33.0,93.0,12
11,121,0,0,0,1,1,526305,775,0.0,9.0,8.0,40.0,92.0,12
8,64,0,0,0,1,1,402877,700,0.0,9.0,8.0,35.0,124.0,12
4,16,0,0,0,0,1,402877,592,1.0,12.0,12.0,39.0,119.0,16
6,36,0,0,0,0,1,391645,740,1.0,11.0,8.0,25.0,102.44978165938865,12
9,81,0,0,0,0,1,447641,533,1.0,8.0,10.0,34.0,96.0,12
3,9,0,0,0,1,1,323633,417,1.0,13.0,18.0,32.0,110.0,16
10,100,0,0,0,1,1,321797,1394,1.0,12.0,12.0,40.0,118.0,18
16,256,0,0,0,0,1,321797,548,1.0,10.0,8.0,42.0,96.0,12
7,49,0,0,0,0,1,323633,657,1.0,12.0,11.0,27.0,80.0,11
7,49,0,0,0,0,1,323633,572,1.0,12.0,10.0,39.0,102.44978165938865,12
10,100,0,0,0,0,0,434907,624,0.0,12.0,10.00344827586207,36.0,137.0,13
9,81,0,0,0,1,1,434907,442,1.0,12.0,15.0,38.0,113.0,16
6,36,0,0,0,0,1,332914,577,1.0,12.0,12.0,41.0,93.0,15
8,64,0,0,0,0,1,332914,540,1.0,12.0,12.0,34.0,93.0,13
9,81,0,0,0,0,1,434907,841,1.0,12.0,9.0,42.0,116.0,15
9,81,0,0,1,1,1,434907,724,1.0,8.0,10.00344827586207,34.0,106.0,14
7,49,0,0,1,1,1,332914,557,1.0,11.0,6.0,22.0,102.44978165938865,13
5,25,0,0,1,0,0,323633,334,1.0,10.348136996612721,10.00344827586207,14.0,102.44978165938865,13
3,9,0,0,0,1,1,323633,510,1.0,14.0,10.0,33.0,102.44978165938865,15
13,169,0,0,0,1,1,526305,577,0.0,12.0,8.0,31.0,69.0,12
11,121,0,0,0,1,1,526305,511,1.0,6.0,2.0,36.0,78.0,12
4,16,0,0,1,1,1,323633,311,1.0,7.0,9.0,28.0,87.0,15
16,256,0,0,0,1,1,321797,577,1.0,8.0,8.0,41.0,99.0,12
16,256,0,0,0,1,1,357552,670,1.0,12.0,10.00344827586207,40.0,102.44978165938865,12
9,81,0,0,0,1,1,332914,631,1.0,16.0,12.0,33.0,92.0,12
3,9,0,0,0,1,1,323633,666,1.0,16.0,12.0,23.0,113.0,16
7,49,0,0,0,1,1,369904,400,1.0,12.0,12.0,38.0,119.0,14
7,49,0,0,0,0,0,359592,220,1.0,16.0,10.0,24.0,102.44978165938865,11
11,121,0,0,0,1,0,483230,577,0.0,9.0,10.00344827586207,43.0,102.44978165938865,13
10,100,0,0,0,1,0,434907,423,1.0,12.0,10.00344827586207,29.0,98.0,13
5,25,0,0,0,1,1,369904,647,1.0,16.0,14.0,33.0,99.0,16
7,49,0,0,1,1,1,332914,345,1.0,12.0,10.0,36.0,102.44978165938865,15
3,9,0,0,0,1,1,359592,840,1.0,14.0,11.0,24.0,112.0,16
4,16,0,0,0,1,1,378554,625,1.0,12.0,18.0,30.0,115.0,15
15,225,0,0,0,1,0,565236,1000,1.0,10.348136996612721,8.0,26.0,96.0,9
9,81,0,0,0,1,1,124352,919,1.0,6.0,8.0,41.0,117.0,16
13,169,0,0,0,1,1,124352,730,1.0,8.0,2.0,38.0,96.0,12
6,36,0,0,0,1,0,109360,448,0.0,10.0,10.0,26.0,102.44978165938865,12
9,81,0,0,1,1,1,508712,483,1.0,12.0,12.0,44.0,75.0,14
7,49,0,0,0,1,1,378554,411,1.0,10.0,11.0,46.0,108.0,12
10,100,0,0,0,1,0,508712,885,1.0,12.0,13.0,46.0,102.44978165938865,14
7,49,0,0,0,1,1,332914,350,1.0,12.0,10.0,32.0,102.44978165938865,14
4,16,0,0,0,0,1,332914,500,1.0,16.0,12.0,34.0,92.0,17
12,144,0,0,0,1,1,321797,733,1.0,16.0,16.0,38.0,95.0,15
11,121,0,0,1,1,1,434907,459,1.0,12.0,12.0,34.0,88.0,13
6,36,0,0,0,1,1,332914,721,1.0,12.0,12.0,37.0,106.0,16
11,121,0,0,0,1,1,321797,699,1.0,8.0,8.0,44.0,95.0,15
10,100,0,0,0,1,1,434907,785,1.0,15.0,9.0,40.0,94.0,14
7,49,0,0,0,1,1,434907,925,1.0,13.0,12.0,45.0,105.0,16
6,36,0,0,0,1,1,332914,449,1.0,13.0,12.0,30.0,115.0,14
3,9,0,0,0,0,1,391645,325,1.0,14.0,14.0,37.0,117.0,15
13,169,0,0,0,0,1,432693,683,1.0,12.0,13.0,30.0,102.44978165938865,13
10,100,0,0,0,1,1,432693,522,1.0,14.0,18.0,45.0,102.44978165938865,16
4,16,0,0,0,1,1,447641,470,1.0,14.0,18.0,44.0,93.0,18
16,256,0,0,0,0,1,321797,541,1.0,7.0,8.0,38.0,115.0,12
9,81,0,0,0,0,1,483230,852,1.0,12.0,13.0,43.0,102.44978165938865,14
12,144,0,0,0,0,1,434907,400,1.0,12.0,9.0,42.0,102.44978165938865,12
3,9,0,0,0,0,1,453117,547,1.0,10.348136996612721,10.00344827586207,36.0,117.0,18
10,100,0,0,0,0,1,437985,577,1.0,14.0,12.0,36.0,98.0,16
7,49,0,0,0,0,1,440484,300,1.0,13.0,13.0,31.0,102.44978165938865,11
10,100,0,0,0,0,0,865385,1068,1.0,12.0,10.00344827586207,42.0,105.0,16
14,196,0,0,0,0,1,389423,721,1.0,7.0,6.0,36.0,109.0,12
8,64,0,0,1,1,1,1169566,673,1.0,11.0,12.0,42.0,95.0,17
4,16,0,0,0,1,1,332914,739,1.0,12.0,14.0,31.0,120.0,17
8,64,0,0,0,1,1,402877,1478,0.0,10.348136996612721,8.0,33.540668241646976,96.0,12
4,16,0,0,0,0,1,402877,875,1.0,14.0,8.0,40.0,102.44978165938865,17
15,225,0,0,0,0,1,389423,900,1.0,12.0,8.0,40.0,102.44978165938865,12
12,144,0,0,0,0,1,144695,801,1.0,12.0,13.0,42.0,91.0,13
7,49,0,0,0,0,1,110762,550,1.0,12.0,8.0,38.0,109.0,13
18,324,0,0,0,0,1,95192,575,0.0,9.0,8.0,32.0,102.44978165938865,10
9,81,0,0,0,0,1,98481,540,1.0,12.0,12.0,38.0,87.0,12
10,100,0,0,0,1,1,437985,790,1.0,13.0,13.0,34.0,110.0,16
8,64,0,0,0,0,1,453117,693,1.0,10.0,12.0,28.0,97.0,14
4,16,0,0,0,0,1,453117,250,1.0,10.0,12.0,30.0,110.0,16
1,1,0,0,1,1,1,391645,417,1.0,13.0,14.0,35.0,102.44978165938865,17
17,289,0,0,0,0,1,486650,635,0.0,4.0,3.0,29.0,74.0,9
14,196,0,0,0,1,1,321797,413,1.0,9.0,10.00344827586207,32.0,95.0,12
7,49,0,0,0,0,0,104719,300,0.0,10.348136996612721,10.00344827586207,26.0,97.0,12
3,9,0,0,1,1,1,402877,567,1.0,14.0,18.0,29.0,102.44978165938865,17
10,100,0,0,0,0,1,389423,641,0.0,12.0,7.0,39.0,102.44978165938865,16
10,100,0,0,0,0,0,171004,356,0.0,10.348136996612721,10.00344827586207,34.0,98.0,13
15,225,0,0,1,0,0,151687,400,0.0,10.348136996612721,10.00344827586207,39.0,105.0,12
13,169,0,0,0,0,1,128652,413,1.0,12.0,12.0,21.0,85.0,12
13,169,0,0,0,0,1,321797,531,0.0,10.0,12.0,42.0,105.0,14
7,49,0,0,0,0,1,526305,635,0.0,10.0,12.0,39.0,122.0,16
7,49,0,0,1,0,1,402877,144,1.0,12.0,18.0,36.0,114.0,14
11,121,0,0,0,0,1,526305,550,0.0,13.0,17.0,36.0,129.0,14
14,196,0,0,0,0,1,107063,486,1.0,8.0,7.0,33.0,100.0,12
8,64,0,0,0,1,1,526305,598,1.0,14.0,9.0,40.0,108.0,17
6,36,0,0,1,1,1,453117,462,1.0,16.0,10.00344827586207,26.0,102.44978165938865,14
4,16,0,0,0,0,1,453117,812,1.0,16.0,10.00344827586207,32.0,102.44978165938865,16
7,49,0,0,0,0,1,391645,625,0.0,11.0,8.0,22.0,102.44978165938865,12
13,169,0,0,0,0,1,526305,1043,0.0,10.348136996612721,3.0,33.0,102.44978165938865,12
5,25,0,0,0,1,1,447641,800,1.0,12.0,8.0,38.0,122.0,16
5,25,0,0,1,1,1,402877,812,1.0,9.0,8.0,36.0,119.0,16
3,9,0,0,0,1,0,739808,433,1.0,8.0,8.0,40.0,129.0,17
5,25,0,0,0,1,1,332914,751,1.0,8.0,8.0,32.0,79.0,17
6,36,0,0,0,1,1,332914,294,1.0,12.0,10.0,39.0,109.0,14
7,49,0,0,0,1,1,323633,427,1.0,12.0,12.0,30.0,105.0,12
15,225,0,0,0,1,1,321797,700,1.0,10.348136996612721,10.00344827586207,47.0,90.0,12
3,9,0,0,0,1,1,323633,284,1.0,12.0,12.0,30.0,102.44978165938865,16
7,49,0,0,1,0,1,369904,542,1.0,14.0,13.0,28.0,101.0,14
7,49,0,0,0,1,1,323633,480,1.0,12.0,12.0,35.0,83.0,12
4,16,0,0,0,1,1,332914,378,1.0,14.0,13.0,32.0,102.44978165938865,16
8,64,0,0,0,1,1,591935,508,1.0,10.348136996612721,10.00344827586207,38.0,111.0,16
7,49,0,0,0,1,1,440484,500,1.0,10.348136996612721,10.00344827586207,26.0,102.44978165938865,12
15,225,0,0,0,1,1,357552,723,0.0,8.0,12.0,42.0,110.0,12
7,49,0,0,0,0,1,359592,220,1.0,14.0,14.0,32.0,92.0,12
3,9,0,0,0,0,0,359592,475,1.0,10.348136996612721,10.00344827586207,22.0,102.44978165938865,15
7,49,0,0,0,1,1,402877,1202,0.0,10.0,10.0,36.0,113.0,13
5,25,0,0,0,0,0,391645,400,1.0,12.0,12.0,26.0,115.0,13
7,49,0,0,0,1,1,526305,601,1.0,12.0,12.0,36.0,109.0,16
11,121,0,0,0,0,1,434907,481,1.0,8.0,12.0,35.0,114.0,12
11,121,0,0,0,0,1,437985,700,1.0,12.0,7.0,39.0,110.0,16
9,81,0,1,0,1,1,438085,769,1.0,9.0,10.0,43.0,102.0,12
5,25,0,1,0,1,1,425871,529,1.0,9.0,10.0,34.0,118.0,14
8,64,0,1,1,1,1,545297,450,0.0,9.0,12.0,37.0,112.0,16
18,324,0,1,0,1,1,363128,563,0.0,10.348136996612721,6.0,31.0,86.0,10
13,169,0,1,0,1,1,363128,649,0.0,0.0,7.0,42.0,114.0,13
18,324,0,1,0,1,1,403476,470,0.0,12.0,9.0,33.0,102.44978165938865,8
2,4,0,1,0,1,1,365200,275,1.0,12.0,14.0,31.0,102.44978165938865,16
11,121,0,1,1,1,1,363128,719,1.0,8.0,10.0,40.0,102.0,16
15,225,0,1,0,1,0,403476,1082,1.0,10.348136996612721,10.00344827586207,42.0,105.0,12
12,144,0,1,0,1,1,403476,673,1.0,10.0,6.0,51.0,83.0,16
0,0,0,1,0,0,1,425871,350,1.0,12.0,15.0,31.0,107.0,18
8,64,1,1,0,1,1,78509,769,1.0,9.0,5.0,34.0,81.0,14
8,64,1,1,0,0,1,78509,650,1.0,6.0,0.0,26.0,85.0,12
15,225,0,1,0,0,1,139895,751,0.0,4.0,10.00344827586207,34.0,72.0,9
11,121,0,1,0,0,0,107087,356,0.0,4.0,10.00344827586207,23.0,102.44978165938865,10
9,81,0,1,0,0,0,104102,250,0.0,4.0,10.00344827586207,14.0,102.44978165938865,9
10,100,0,1,0,0,1,107087,401,1.0,6.0,7.0,35.0,86.0,12
8,64,0,1,0,0,1,104102,425,1.0,6.0,7.0,38.0,102.44978165938865,11
10,100,0,1,0,0,1,104102,287,1.0,6.0,7.0,26.0,102.44978165938865,9
7,49,1,1,1,0,1,78509,309,1.0,12.0,6.0,18.0,102.44978165938865,13
4,16,1,1,0,1,1,76585,578,0.0,12.0,6.0,21.0,102.44978165938865,14
8,64,1,1,0,0,1,118905,438,0.0,8.0,7.0,29.0,102.44978165938865,16
13,169,0,1,0,0,1,572299,450,0.0,12.0,8.0,38.0,68.0,12
5,25,0,1,1,1,0,438085,173,1.0,15.0,10.00344827586207,36.0,115.0,17
5,25,1,1,1,1,1,78509,529,0.0,9.0,8.0,19.0,102.44978165938865,16
12,144,1,1,0,0,1,118905,482,0.0,10.348136996612721,8.0,27.0,102.44978165938865,12
9,81,1,1,0,1,1,78509,833,0.0,10.348136996612721,8.0,18.0,102.44978165938865,12
16,256,1,1,0,0,1,112480,260,0.0,6.0,10.00344827586207,22.0,95.0,12
7,49,1,1,0,0,0,75607,279,1.0,3.0,10.00344827586207,22.0,102.44978165938865,12
6,36,1,1,0,0,0,75607,350,1.0,10.348136996612721,10.00344827586207,29.0,102.44978165938865,13
7,49,0,1,0,0,1,82135,145,1.0,11.0,5.0,20.0,102.44978165938865,11
11,121,1,1,0,0,0,81081,230,1.0,12.0,10.00344827586207,26.0,102.44978165938865,10
3,9,1,1,0,1,0,79093,450,1.0,12.0,10.00344827586207,14.0,102.44978165938865,15
3,9,0,1,0,1,1,89271,385,1.0,12.0,12.0,31.0,87.0,16
11,121,0,1,0,1,1,103511,817,1.0,12.0,13.0,42.0,116.0,17
8,64,0,1,0,0,1,119965,962,1.0,12.0,13.0,37.0,95.0,16
9,81,0,1,0,0,1,91831,408,1.0,12.0,14.0,32.0,94.0,13
3,9,0,1,0,1,1,89271,526,1.0,12.0,14.0,29.0,102.44978165938865,16
5,25,0,1,0,1,0,89271,578,1.0,10.0,14.0,35.0,102.44978165938865,13
8,64,0,1,0,0,1,91831,620,1.0,10.0,6.0,45.0,96.0,14
7,49,0,1,0,1,1,104102,230,1.0,12.0,7.0,29.0,99.0,12
13,169,1,1,0,1,1,118905,580,1.0,5.0,2.0,33.0,102.44978165938865,11
8,64,0,1,0,1,1,470506,1155,1.0,12.0,6.0,45.0,106.0,18
10,100,1,1,0,1,0,92784,380,0.0,10.348136996612721,10.00344827586207,24.0,102.44978165938865,12
5,25,1,1,0,1,1,78509,616,1.0,12.0,10.0,26.0,102.44978165938865,16
10,100,1,1,0,1,1,78509,450,0.0,8.0,10.0,28.0,102.44978165938865,12
7,49,1,1,0,1,1,76585,425,0.0,8.0,10.0,30.0,102.44978165938865,12
10,100,1,1,0,1,1,92784,500,0.0,2.0,8.0,36.0,85.0,12
7,49,0,1,0,1,1,425871,713,1.0,12.0,12.0,16.0,102.44978165938865,12
7,49,0,1,0,1,1,425871,750,1.0,12.0,4.0,32.0,100.0,12
3,9,0,1,1,1,1,425871,323,1.0,12.0,4.0,37.0,92.0,15
9,81,0,1,0,1,1,417415,1038,0.0,12.0,8.0,38.0,101.0,13
3,9,0,1,0,1,1,365200,491,1.0,15.0,16.0,30.0,104.0,16
10,100,0,1,0,1,1,490767,525,1.0,12.0,10.0,37.0,88.0,13
12,144,1,1,0,1,1,118905,388,1.0,5.0,5.0,26.0,102.44978165938865,11
10,100,1,1,0,1,1,78509,460,1.0,2.0,12.0,21.0,102.44978165938865,10
3,9,1,1,0,1,1,76585,400,0.0,8.0,5.0,22.0,102.44978165938865,15
6,36,1,1,0,1,1,78509,737,1.0,16.0,9.0,31.0,97.0,15
6,36,1,1,0,1,0,78509,599,1.0,10.0,6.0,34.0,83.0,14
9,81,1,1,0,0,1,127041,1131,1.0,18.0,18.0,43.0,71.0,18
5,25,1,1,0,1,0,76585,601,1.0,10.348136996612721,10.00344827586207,30.0,100.0,14
10,100,1,1,0,1,0,78509,298,0.0,11.0,10.00344827586207,22.0,102.44978165938865,10
9,81,1,1,0,1,0,78509,235,1.0,10.348136996612721,10.00344827586207,39.0,96.0,12
6,36,1,1,1,1,0,76585,220,1.0,10.348136996612721,10.00344827586207,20.0,113.0,13
12,144,1,1,0,1,0,78509,697,0.0,11.0,10.00344827586207,26.0,102.44978165938865,8
9,81,1,1,0,1,0,76585,542,0.0,11.0,10.00344827586207,20.0,102.44978165938865,9
7,49,1,1,0,1,0,76585,250,1.0,8.0,10.00344827586207,29.0,102.44978165938865,12
4,16,0,1,0,1,0,438085,400,0.0,12.0,12.0,39.0,117.0,16
10,100,0,1,1,1,0,572299,423,0.0,10.348136996612721,10.00344827586207,39.0,101.0,15
7,49,0,1,0,1,1,104102,290,1.0,5.0,6.0,33.540668241646976,65.0,12
17,289,1,1,0,1,1,112480,247,0.0,10.0,10.00344827586207,32.0,102.44978165938865,10
7,49,1,1,1,1,1,78509,380,0.0,10.0,10.00344827586207,33.0,87.0,13
6,36,0,1,0,1,1,365200,656,0.0,9.0,12.0,37.0,116.0,12
14,196,0,1,0,1,1,363128,711,1.0,12.0,9.0,42.0,106.0,12
9,81,0,1,0,1,1,490767,481,1.0,12.0,8.0,35.0,93.0,14
3,9,0,1,0,1,1,365200,641,1.0,12.0,8.0,35.0,112.0,16
14,196,0,1,0,1,1,403476,596,1.0,14.0,12.0,45.0,98.0,12
18,324,0,1,0,1,0,545297,578,0.0,10.348136996612721,10.00344827586207,35.0,102.44978165938865,7
8,64,0,1,1,1,0,572299,678,1.0,12.0,10.00344827586207,37.0,102.44978165938865,16
10,100,0,1,0,1,1,470506,1538,1.0,14.0,11.0,37.0,103.0,16
15,225,0,1,0,1,1,470506,860,0.0,12.0,9.0,36.0,103.0,12
8,64,0,1,0,1,1,423456,534,1.0,16.0,12.0,49.0,102.44978165938865,18
9,81,0,1,0,1,0,438085,308,0.0,12.0,12.0,34.0,91.0,12
9,81,0,1,0,0,1,635888,600,1.0,10.348136996612721,12.0,41.0,118.0,14
17,289,0,1,0,0,0,572299,625,0.0,10.348136996612721,10.00344827586207,20.0,102.44978165938865,8
10,100,0,1,0,1,1,139895,540,0.0,10.0,10.0,28.0,87.0,13
8,64,0,1,0,0,1,107087,344,0.0,10.0,12.0,22.0,100.0,13
7,49,0,1,0,0,1,104102,500,1.0,10.0,12.0,39.0,96.0,12
9,81,1,1,1,1,1,81081,320,0.0,9.0,6.0,16.0,102.44978165938865,11
3,9,1,1,0,0,1,81081,378,0.0,10.0,4.0,29.0,62.0,18
4,16,1,1,1,0,1,79093,188,0.0,10.0,4.0,14.0,60.0,15
18,324,1,1,0,0,1,111044,168,0.0,10.0,4.0,19.0,102.44978165938865,9
17,289,1,1,0,0,1,75607,250,0.0,10.348136996612721,6.0,12.0,102.44978165938865,2
15,225,1,1,0,0,1,75607,190,0.0,5.0,6.0,8.0,102.44978165938865,3
10,100,1,0,0,1,1,92784,1000,0.0,8.0,8.0,31.0,83.0,12
6,36,1,1,0,0,0,75607,564,0.0,10.348136996612721,10.00344827586207,20.0,100.0,12
9,81,1,1,0,0,0,75607,624,0.0,7.0,10.00344827586207,17.0,102.44978165938865,9
6,36,1,1,0,1,0,75607,714,0.0,10.348136996612721,10.00344827586207,26.0,102.44978165938865,12
6,36,0,1,0,0,1,82135,538,0.0,10.0,12.0,40.0,123.0,12
7,49,1,1,0,0,1,317074,355,0.0,8.0,9.0,22.0,67.0,13
6,36,1,1,0,0,0,309300,240,0.0,12.0,10.00344827586207,28.0,102.44978165938865,12
6,36,0,1,0,0,1,365200,418,0.0,12.0,9.0,22.0,102.44978165938865,12
8,64,0,1,0,0,1,438085,1026,1.0,13.0,14.0,42.0,104.0,13
9,81,0,1,0,0,1,423456,295,1.0,14.0,12.0,34.0,106.0,17
8,64,1,1,1,1,0,78509,550,1.0,6.0,10.00344827586207,24.0,85.0,12
9,81,1,1,0,1,0,78509,538,1.0,8.0,10.00344827586207,27.0,81.0,12
19,361,0,1,0,0,1,139895,350,0.0,3.0,2.0,37.0,102.44978165938865,5
9,81,0,1,0,0,1,438085,711,1.0,12.0,8.0,37.0,109.0,12
11,121,1,1,0,0,1,118905,229,0.0,4.0,4.0,20.0,76.0,12
9,81,1,1,0,0,1,78509,220,0.0,3.0,4.0,31.0,73.0,12
11,121,1,1,0,0,1,118905,310,0.0,2.0,8.0,26.0,62.0,12
6,36,1,1,0,1,0,76585,320,1.0,10.348136996612721,10.0,28.0,76.0,12
9,81,1,1,0,0,1,78509,303,1.0,9.0,10.0,26.0,76.0,12
7,49,0,1,1,0,1,375674,450,1.0,12.0,5.0,36.0,104.0,13
11,121,1,1,0,1,1,540475,753,0.0,11.0,9.0,29.0,102.44978165938865,12
8,64,0,1,0,0,1,345645,438,0.0,11.0,4.0,35.0,103.0,12
11,121,1,1,0,0,0,331693,325,0.0,7.0,1.0,27.0,102.44978165938865,11
10,100,0,1,0,0,0,363128,846,0.0,12.0,10.00344827586207,44.0,106.0,16
6,36,0,1,0,0,0,375674,313,1.0,14.0,12.0,49.0,112.0,14
15,225,0,1,0,1,1,81669,479,1.0,12.0,7.0,38.0,102.44978165938865,13
13,169,0,1,0,1,1,110376,429,1.0,9.0,10.0,24.0,94.0,12
9,81,0,1,1,1,1,110376,490,1.0,9.0,11.0,25.0,83.0,14
6,36,0,1,0,1,1,82135,361,1.0,9.0,11.0,34.0,102.44978165938865,12
13,169,0,1,1,1,1,104904,400,0.0,2.0,0.0,40.0,91.0,14
6,36,1,1,0,1,1,309300,423,0.0,8.0,7.0,30.0,102.44978165938865,12
9,81,1,1,0,0,1,81081,311,0.0,5.0,5.0,12.0,102.44978165938865,12
10,100,1,1,0,0,1,81081,271,0.0,7.0,3.0,12.0,102.44978165938865,11
2,4,1,1,0,1,1,81081,385,0.0,12.0,12.0,33.0,102.44978165938865,18
2,4,1,1,1,1,1,79093,529,0.0,12.0,12.0,18.0,102.44978165938865,16
14,196,0,1,0,0,1,119965,700,1.0,10.0,6.0,29.0,81.0,11
16,256,0,1,0,0,1,88765,381,1.0,5.0,6.0,15.0,87.0,10
10,100,0,1,0,0,1,84491,465,1.0,12.0,12.0,36.0,118.0,12
18,324,0,1,0,0,1,88765,400,0.0,8.0,8.0,37.0,102.44978165938865,10
17,289,0,1,0,0,0,88765,455,1.0,8.0,9.0,38.0,102.44978165938865,10
6,36,1,1,0,0,0,90509,260,0.0,4.0,10.00344827586207,20.0,102.44978165938865,12
9,81,1,1,0,1,1,78509,705,0.0,7.0,0.0,26.0,102.44978165938865,13
11,121,0,1,0,0,1,635888,417,1.0,10.348136996612721,10.00344827586207,45.0,74.0,13
10,100,1,1,0,0,0,78509,250,0.0,13.0,10.00344827586207,14.0,102.44978165938865,11
6,36,1,1,0,0,0,76585,460,0.0,2.0,10.00344827586207,28.0,102.44978165938865,12
12,144,1,1,0,0,0,78509,325,0.0,10.348136996612721,10.00344827586207,19.0,102.44978165938865,8
10,100,1,1,0,0,0,76585,275,0.0,10.348136996612721,10.00344827586207,15.0,102.44978165938865,9
8,64,1,1,0,0,1,321175,325,1.0,10.348136996612721,7.0,18.0,102.44978165938865,12
4,16,1,1,1,1,1,313301,300,0.0,8.0,10.00344827586207,20.0,102.44978165938865,15
17,289,1,1,0,0,0,540475,250,0.0,8.0,10.00344827586207,17.0,102.44978165938865,8
10,100,0,1,0,0,1,417415,288,1.0,10.0,9.0,39.0,102.44978165938865,12
9,81,1,1,1,1,1,92784,550,0.0,8.0,3.0,16.0,85.0,13
15,225,0,1,1,0,1,81669,429,1.0,12.0,12.0,38.0,102.44978165938865,12
16,256,1,1,0,1,1,122798,375,0.0,10.348136996612721,10.00344827586207,23.0,102.44978165938865,8
15,225,0,1,0,0,1,110376,577,0.0,4.0,5.0,26.0,102.44978165938865,9
6,36,0,1,0,0,1,82135,531,0.0,10.348136996612721,5.0,25.0,96.0,13
6,36,0,1,1,1,0,82135,250,0.0,10.348136996612721,4.0,22.0,102.44978165938865,12
9,81,0,1,0,0,0,84491,440,1.0,8.0,10.00344827586207,27.0,73.0,12
8,64,0,1,0,0,0,84491,457,0.0,6.0,10.00344827586207,27.0,75.0,12
9,81,0,1,0,0,1,84491,438,1.0,5.0,5.0,34.0,95.0,12
9,81,1,1,0,0,0,317074,550,1.0,5.0,10.00344827586207,42.0,102.0,12
3,9,0,1,0,1,1,365200,650,1.0,16.0,12.0,31.0,107.0,16
9,81,0,1,0,0,1,438085,423,0.0,3.0,7.0,19.0,86.0,11
8,64,0,1,0,1,1,438085,420,1.0,8.0,18.0,41.0,104.0,13
5,25,0,1,1,1,1,425871,200,1.0,8.0,18.0,43.0,106.0,14
12,144,0,1,0,0,1,438085,400,0.0,10.0,3.0,24.0,102.44978165938865,8
